event-id,visible,timestamp,location-long,location-lat,eobs:battery-voltage,external-temperature,gsm:gsm-signal-strength,mw:activity-count,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1006351174,true,2014-08-17 12:00:29.000,23.298366,56.094649,4210,29.0,10,176.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351175,true,2014-08-17 14:00:38.000,23.341183,56.134583,4210,28.0,10,176.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351176,true,2014-08-17 16:00:20.000,23.357433,56.134166,4210,27.0,10,176.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351177,true,2014-08-17 18:00:31.000,23.360916,56.134649,4210,30.0,11,,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351178,true,2014-08-17 20:00:34.000,23.359016,56.134033,4200,30.0,11,10.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351179,true,2014-08-17 22:00:27.000,23.359483,56.132549,4200,30.0,11,10.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351180,true,2014-08-18 00:00:59.000,23.359133,56.134166,4200,28.0,11,10.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351181,true,2014-08-18 01:00:26.000,23.35935,56.134283,4190,27.0,6,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351182,true,2014-08-18 02:00:40.000,23.358766,56.133933,4190,29.0,6,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351183,true,2014-08-18 03:00:34.000,23.3591,56.134066,4190,27.0,6,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351184,true,2014-08-18 04:01:00.000,23.359316,56.133449,4190,25.0,6,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351185,true,2014-08-18 05:00:24.000,23.357816,56.132799,4210,24.0,11,75.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351186,true,2014-08-18 06:00:38.000,23.355066,56.129632,4210,24.0,11,75.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351187,true,2014-08-18 07:00:32.000,23.4081,56.20355,4210,22.0,11,75.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351188,true,2014-08-18 08:00:36.000,23.407816,56.203616,4210,26.0,11,75.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351189,true,2014-08-18 09:00:28.000,23.4036,56.2053,4230,25.0,9,73.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351190,true,2014-08-18 10:00:32.000,23.40475,56.202583,4230,26.0,9,73.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351191,true,2014-08-18 11:00:13.000,23.438683,56.341083,4230,22.0,9,73.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351192,true,2014-08-18 12:01:11.000,23.433299,56.341916,4230,27.0,9,73.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351193,true,2014-08-18 13:00:26.000,23.425199,56.342349,4230,23.0,9,90.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351194,true,2014-08-18 14:00:39.000,23.423699,56.343183,4230,25.0,9,90.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351195,true,2014-08-18 15:00:33.000,23.421882,56.343983,4230,24.0,9,90.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351196,true,2014-08-18 16:00:27.000,23.420066,56.345199,4230,24.0,9,90.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351197,true,2014-08-18 17:00:51.000,23.422932,56.344916,4210,24.0,11,30.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351198,true,2014-08-18 18:00:23.000,23.422966,56.344783,4210,29.0,11,30.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351199,true,2014-08-18 19:00:38.000,23.423066,56.344833,4210,28.0,11,30.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351200,true,2014-08-18 20:00:20.000,23.423116,56.344916,4210,27.0,11,30.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351201,true,2014-08-18 21:00:23.000,23.423132,56.344899,4210,26.0,11,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351202,true,2014-08-18 22:00:26.000,23.425249,56.345049,4210,27.0,11,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351203,true,2014-08-18 23:00:29.000,23.423366,56.344649,4210,26.0,11,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351204,true,2014-08-19 00:00:51.000,23.423749,56.344549,4210,28.0,11,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351205,true,2014-08-19 01:00:24.000,23.423682,56.345233,4200,26.0,8,6.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351206,true,2014-08-19 02:00:27.000,23.422799,56.345533,4200,27.0,8,6.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351207,true,2014-08-19 03:00:29.000,23.423149,56.344999,4200,25.0,8,6.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351208,true,2014-08-19 04:00:32.000,23.419982,56.345683,4200,22.0,8,6.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351209,true,2014-08-19 05:00:15.000,23.425849,56.344816,4220,24.0,16,72.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351210,true,2014-08-19 06:00:28.000,23.422566,56.342033,4220,23.0,16,72.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351211,true,2014-08-19 07:01:06.000,23.4074,56.352966,4220,24.0,16,72.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351212,true,2014-08-19 08:01:12.000,23.419966,56.429666,4220,23.0,16,72.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351213,true,2014-08-19 09:00:13.000,23.401966,56.495049,4230,21.0,9,123.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351214,true,2014-08-19 10:00:26.000,23.397683,56.498366,4230,26.0,9,123.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351215,true,2014-08-19 11:00:29.000,23.398116,56.498616,4230,23.0,9,123.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351216,true,2014-08-19 12:00:33.000,23.398583,56.498266,4230,25.0,9,123.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351217,true,2014-08-19 13:01:03.000,23.398933,56.499166,4230,27.0,22,62.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351218,true,2014-08-19 14:00:37.000,23.392633,56.500033,4230,29.0,22,62.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351219,true,2014-08-19 15:00:10.000,23.391149,56.499433,4230,26.0,22,62.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351220,true,2014-08-19 16:00:23.000,23.375199,56.5009,4230,21.0,22,62.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351221,true,2014-08-19 17:00:28.000,23.374016,56.500916,4230,26.0,17,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351222,true,2014-08-19 18:00:21.000,23.374149,56.50075,4230,28.0,17,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351223,true,2014-08-19 19:00:13.000,23.374749,56.500916,4230,29.0,17,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351224,true,2014-08-19 20:00:26.000,23.374316,56.500483,4230,29.0,17,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351225,true,2014-08-19 21:00:21.000,23.373949,56.5008,4220,28.0,14,12.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351226,true,2014-08-19 22:00:24.000,23.375549,56.5017,4220,28.0,14,12.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351227,true,2014-08-19 23:01:00.000,23.374149,56.50085,4220,28.0,14,12.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351228,true,2014-08-20 00:00:52.000,23.374149,56.50115,4220,27.0,14,12.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351229,true,2014-08-20 01:00:41.000,23.374282,56.50075,4210,28.0,18,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351230,true,2014-08-20 02:00:24.000,23.374232,56.50085,4210,27.0,18,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351231,true,2014-08-20 03:00:38.000,23.373999,56.500933,4210,26.0,18,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351232,true,2014-08-20 04:00:21.000,23.373449,56.50075,4210,23.0,18,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351233,true,2014-08-20 05:00:38.000,23.374349,56.5012,4230,24.0,18,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351234,true,2014-08-20 06:00:43.000,23.370732,56.500333,4230,23.0,18,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351235,true,2014-08-20 07:00:27.000,23.285599,56.548749,4230,24.0,18,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351236,true,2014-08-20 08:00:29.000,23.286183,56.548699,4230,26.0,18,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351237,true,2014-08-20 09:00:14.000,23.286833,56.548449,4210,22.0,8,71.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351238,true,2014-08-20 10:00:48.000,23.287933,56.548249,4210,28.0,8,71.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351239,true,2014-08-20 11:00:32.000,23.279949,56.555383,4210,25.0,8,71.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351240,true,2014-08-20 12:00:22.000,23.280949,56.576049,4210,30.0,8,71.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351241,true,2014-08-20 13:00:41.000,23.279749,56.575566,4230,29.0,13,61.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351242,true,2014-08-20 14:00:23.000,23.280832,56.575332,4230,25.0,13,61.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351243,true,2014-08-20 15:00:38.000,23.280899,56.575216,4230,29.0,13,61.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351244,true,2014-08-20 16:00:21.000,23.276816,56.576116,4230,24.0,13,61.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351245,true,2014-08-20 17:00:39.000,23.277032,56.575999,4230,27.0,13,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351246,true,2014-08-20 18:00:33.000,23.276699,56.576166,4230,27.0,13,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351247,true,2014-08-20 19:00:37.000,23.276982,56.575966,4230,29.0,13,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351248,true,2014-08-20 20:00:31.000,23.277082,56.576116,4230,29.0,13,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351249,true,2014-08-20 21:00:36.000,23.277166,56.575966,4210,28.0,14,7.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351250,true,2014-08-20 22:00:31.000,23.277766,56.576082,4210,28.0,14,7.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351251,true,2014-08-20 23:00:46.000,23.277082,56.575932,4210,29.0,14,7.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351252,true,2014-08-21 00:00:59.000,23.277216,56.576149,4210,28.0,14,7.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351253,true,2014-08-21 01:00:24.000,23.277099,56.576032,4210,28.0,15,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351254,true,2014-08-21 02:00:27.000,23.274599,56.577232,4210,28.0,15,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351255,true,2014-08-21 03:00:51.000,23.276799,56.575966,4210,26.0,15,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351256,true,2014-08-21 04:00:25.000,23.277099,56.575849,4210,23.0,15,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351257,true,2014-08-21 05:00:21.000,23.277299,56.575349,4210,24.0,15,93.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351258,true,2014-08-21 06:00:36.000,23.276566,56.574632,4210,28.0,15,93.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351259,true,2014-08-21 07:01:13.000,23.275849,56.574916,4210,25.0,15,93.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351260,true,2014-08-21 08:00:26.000,23.276466,56.574716,4210,25.0,15,93.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351261,true,2014-08-21 09:00:14.000,23.276899,56.574932,4240,30.0,16,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351262,true,2014-08-21 10:00:27.000,23.276982,56.574932,4240,31.0,16,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351263,true,2014-08-21 11:00:19.000,23.277016,56.574899,4240,28.0,16,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351264,true,2014-08-21 12:00:10.000,23.276382,56.574649,4240,22.0,16,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351265,true,2014-08-21 13:00:48.000,23.276582,56.576082,4230,25.0,10,33.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351266,true,2014-08-21 14:00:20.000,23.276466,56.575932,4230,26.0,10,33.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351267,true,2014-08-21 15:00:24.000,23.276332,56.575032,4230,26.0,10,33.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351268,true,2014-08-21 16:00:26.000,23.277232,56.574199,4230,23.0,10,33.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351269,true,2014-08-21 17:00:13.000,23.276532,56.575666,4230,23.0,10,4.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351270,true,2014-08-21 18:00:36.000,23.276132,56.575232,4230,30.0,10,4.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351271,true,2014-08-21 19:00:41.000,23.276332,56.575782,4230,30.0,10,4.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351272,true,2014-08-21 20:00:46.000,23.276216,56.575632,4230,31.0,10,4.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351273,true,2014-08-21 21:00:45.000,23.276116,56.575632,4210,30.0,12,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351274,true,2014-08-21 22:00:39.000,23.276332,56.575632,4210,30.0,12,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351275,true,2014-08-21 23:00:33.000,23.276299,56.575632,4210,26.0,12,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351276,true,2014-08-22 00:00:56.000,23.276432,56.575782,4210,28.0,12,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351277,true,2014-08-22 01:00:35.000,23.276116,56.575599,4210,28.0,11,13.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351278,true,2014-08-22 02:00:38.000,23.276382,56.575582,4210,27.0,11,13.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351279,true,2014-08-22 03:00:54.000,23.276249,56.575699,4210,26.0,11,13.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351280,true,2014-08-22 04:00:49.000,23.274499,56.575449,4210,18.0,11,13.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351281,true,2014-08-22 05:00:26.000,23.276816,56.573932,4210,19.0,11,92.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351282,true,2014-08-22 06:00:40.000,23.275849,56.572932,4210,27.0,11,92.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351283,true,2014-08-22 07:01:17.000,23.272666,56.570616,4210,27.0,11,92.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351284,true,2014-08-22 08:00:31.000,23.270499,56.568966,4210,23.0,11,92.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351285,true,2014-08-22 09:00:28.000,23.265233,56.564416,4230,27.0,14,102.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351286,true,2014-08-22 10:00:09.000,23.282532,56.60385,4230,21.0,14,102.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351287,true,2014-08-22 11:00:12.000,23.294449,56.584966,4230,23.0,14,102.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351288,true,2014-08-22 12:00:26.000,23.309866,56.574499,4230,23.0,14,102.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351289,true,2014-08-22 13:01:49.000,23.313583,56.575116,4220,23.0,8,95.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351290,true,2014-08-22 14:00:11.000,23.31095,56.575466,4220,24.0,8,95.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351291,true,2014-08-22 15:00:24.000,23.283383,56.576332,4220,23.0,8,95.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351292,true,2014-08-22 16:00:26.000,23.277216,56.573249,4220,24.0,8,95.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351293,true,2014-08-22 17:00:25.000,23.276199,56.573966,4210,20.0,16,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351294,true,2014-08-22 18:00:17.000,23.278666,56.572966,4210,21.0,16,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351295,true,2014-08-22 19:00:19.000,23.278682,56.573266,4210,28.0,16,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351296,true,2014-08-22 20:00:11.000,23.278649,56.573299,4210,28.0,16,53.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351297,true,2014-08-22 21:00:26.000,23.278599,56.573316,4190,27.0,16,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351298,true,2014-08-22 22:00:51.000,23.278716,56.573149,4190,28.0,16,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351299,true,2014-08-22 23:00:25.000,23.278866,56.573149,4190,27.0,16,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351300,true,2014-08-23 00:00:48.000,23.278982,56.573249,4190,28.0,16,5.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351301,true,2014-08-23 01:00:24.000,23.279066,56.572932,4190,27.0,11,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351302,true,2014-08-23 02:00:38.000,23.278399,56.573682,4190,28.0,11,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351303,true,2014-08-23 03:00:22.000,23.278999,56.573299,4190,27.0,11,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351304,true,2014-08-23 04:00:24.000,23.278049,56.574199,4190,22.0,11,8.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351305,true,2014-08-23 05:00:40.000,23.281316,56.575466,4210,22.0,11,89.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351306,true,2014-08-23 06:00:24.000,23.276682,56.576816,4210,25.0,11,89.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351307,true,2014-08-23 07:01:00.000,23.243266,56.589433,4210,21.0,11,89.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351308,true,2014-08-23 08:00:22.000,23.242916,56.589266,4210,29.0,11,89.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351309,true,2014-08-23 09:00:30.000,23.242749,56.589083,4230,35.0,10,58.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351310,true,2014-08-23 10:00:09.000,23.242499,56.589216,4230,37.0,10,58.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351311,true,2014-08-23 11:00:43.000,23.242833,56.589899,4230,28.0,10,58.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351312,true,2014-08-23 12:00:27.000,23.241999,56.590716,4230,26.0,10,58.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351313,true,2014-08-23 13:00:45.000,23.242633,56.589399,4210,30.0,10,89.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351314,true,2014-08-23 14:01:02.000,23.236883,56.588933,4210,26.0,10,89.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351315,true,2014-08-23 15:00:23.000,23.183783,56.588366,4210,26.0,10,89.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351316,true,2014-08-23 16:00:36.000,23.183766,56.588466,4210,25.0,10,89.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351317,true,2014-08-23 17:00:23.000,23.182932,56.588983,4190,23.0,12,32.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351318,true,2014-08-23 18:00:59.000,23.183616,56.588683,4190,28.0,12,32.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351319,true,2014-08-23 19:00:32.000,23.184233,56.588583,4190,30.0,12,32.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351320,true,2014-08-23 20:00:59.000,23.183966,56.588583,4190,30.0,12,32.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351321,true,2014-08-23 21:00:38.000,23.183733,56.588733,4180,29.0,12,2.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351322,true,2014-08-23 22:00:33.000,23.183816,56.588583,4180,29.0,12,2.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351323,true,2014-08-23 23:00:37.000,23.183633,56.588799,4180,29.0,12,2.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351324,true,2014-08-24 00:01:01.000,23.183616,56.588816,4180,29.0,12,2.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351325,true,2014-08-24 01:00:50.000,23.183566,56.588916,4170,28.0,14,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351326,true,2014-08-24 02:00:35.000,23.183866,56.588833,4170,28.0,14,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351327,true,2014-08-24 03:00:50.000,23.183749,56.588516,4170,29.0,14,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351328,true,2014-08-24 04:00:44.000,23.183483,56.588683,4170,24.0,14,9.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
1006351329,true,2014-08-24 05:00:22.000,23.183683,56.588749,4210,27.0,16,48.0,"gps","Pernis apivorus","DHIG05","DHIG05","Birds of prey Lithuania GPS 2014"
